670.67,614.13
620.9300000000001,618.51
626.52,561.36
646.3,556.79
684.05,603.26
826.16,478.58000000000004
878.79,458.9
938.49,497.8
1056.3899999999999,658.68
1017.31,617.47
904.72,695.6
749.36,754.06
745.31,798.94
682.7,798.99
729.34,792.47
781.15,839.4
741.83,797.36
697.14,791.84
560.26,812.52
490.39,847.96
366.14,780.9
355.46,738.94
333.98,762.38
212.68,779.74
120.02999999999997,768.74
69.62,678.48
28.139999999999986,665.39
18.75,626.96
166.64,590.04
236.63,593.53
249.82,554.85
284.13,534.9300000000001
298.5,554.47
390.31,536.74
466.46000000000004,477.03999999999996
548.66,615.41
678.05,656.36
724.77,715.42
740.18,778.73
925.16,683.82
1003.26,611.26
1028.28,624.53
961.48,526.74
1054.9,657.7
1015.96,705.41
1025.33,689.87
951.6,678.44
773.21,751.41
728.96,727.17
744.4,775.53
670.26,640.89
666.7,505.8
