670.6,614.2
625.12,627.32
608.45,590.49
623.1800000000001,566.0
658.51,566.88
679.57,614.2
827.45,474.05
880.23,459.56
929.5,482.44
1061.72,652.41
827.11,846.08
786.02,845.01
736.77,798.3199999999999
583.44,805.47
482.90999999999997,850.25
355.68,771.73
141.77999999999997,776.51
88.95000000000005,748.81
75.53999999999996,688.84
26.659999999999968,654.99
25.690000000000055,459.93
56.559999999999945,446.88
119.66999999999996,478.96000000000004
274.36,461.84000000000003
290.57,555.69
288.1,416.08
351.07,445.28
354.13,526.22
476.28999999999996,529.76
468.55,473.21000000000004
464.22,505.85
500.16999999999996,549.23
601.3,625.03
592.64,570.53
650.3,562.83
745.56,792.92
646.26,807.54
736.76,780.69
671.29,638.15
824.37,481.76
