670.6,614.2
613.55,614.36
622.11,562.12
658.23,558.65
674.83,586.42
662.0,620.91
626.66,624.37
660.69,625.01
672.55,647.53
667.03,629.45
712.94,582.66
870.88,460.16999999999996
932.47,493.05
1090.94,689.65
1072.67,670.24
1109.46,625.37
1060.3600000000001,660.35
914.75,474.73
877.12,455.96000000000004
848.38,467.45
714.11,573.78
680.52,638.7
738.53,748.77
743.71,803.56
738.33,746.27
686.78,662.68
544.47,595.05
463.97,512.44
470.95,471.21000000000004
482.14,526.4300000000001
544.4,603.47
503.84000000000003,672.2
462.94,692.37
285.28,701.88
215.44,735.69
245.07999999999998,771.69
232.37,779.89
88.54999999999995,747.3
73.61000000000001,658.46
100.53999999999996,613.24
221.29000000000002,601.8199999999999
274.67,574.55
279.17,543.75
296.83,558.33
345.95,533.34
452.31,525.86
479.69,468.43
