670.6,614.2
615.88,621.62
620.64,565.06
660.04,567.4
674.08,593.84
659.01,613.73
679.77,615.42
779.48,529.86
695.43,465.19
767.41,360.22
870.89,425.26
928.4,497.01
882.0699999999999,462.78
1046.1399999999999,638.49
1106.04,627.45
1078.71,674.72
1080.22,658.31
1061.48,661.86
814.85,846.56
746.56,800.49
673.79,623.75
560.3199999999999,609.44
485.94,691.97
322.85,687.95
267.63,585.05
348.77,536.06
289.37,554.92
290.63,398.12
403.28,357.07
394.1,334.13
353.9,519.99
313.22,559.3
286.07,538.66
270.09,574.4300000000001
307.41,670.5
348.73,689.79
458.55,684.41
560.92,614.33
604.21,605.29
636.9,623.27
720.58,396.27
671.46,309.43
679.63,266.07
613.21,253.42000000000002
595.74,344.06
