
-37.40;2.57;-73.80;226.19

-37.40;2.57;-73.80;226.19

-37.40;2.57;-73.80;226.19

-37.40;2.57;-73.80;224.99

-37.40;2.57;-73.80;224.99

-37.40;2.57;-73.80;223.99

-37.40;2.57;-73.80;223.99

-37.40;2.57;-73.80;223.99

-37.40;2.57;-73.80;223.99

-37.40;2.57;-73.80;223.99

-37.40;2.57;-73.80;224.19

-37.40;2.57;-73.80;224.19

-37.40;2.57;-73.80;223.19

-37.40;2.57;-73.80;222.79

-37.40;2.57;-73.80;222.79

-37.40;2.57;-73.80;222.79

-37.40;2.57;-73.80;222.79

-37.40;2.57;-73.80;222.79

-37.40;2.57;-73.80;222.19

-37.40;2.57;-73.80;222.19

-37.40;2.57;-73.80;221.79

-37.40;2.57;-73.80;221.79

-37.40;2.57;-73.80;221.79

-37.40;2.57;-73.80;221.59

-37.40;2.57;-73.80;221.59

-37.40;2.57;-73.80;221.59

-37.40;2.57;-73.80;210.59

-37.40;2.57;-73.80;210.59

-37.40;2.57;-73.80;210.59

-37.40;2.57;-73.80;210.59

-37.40;2.57;-73.80;210.59

-37.40;2.57;-73.80;220.59

-37.40;2.57;-73.80;220.79

-37.40;2.57;-73.80;220.79

-37.40;2.57;-73.80;220.79

-37.40;2.57;-73.80;220.99

-37.40;2.57;-73.80;220.99

-37.40;2.57;-73.80;220.99

-37.40;2.57;-73.80;220.99

-37.40;2.57;-73.80;225.79

-37.40;2.57;-73.80;225.79

-37.40;2.57;-73.80;225.79

-37.40;2.57;-73.80;225.79

-37.40;2.57;-73.80;225.79

-37.40;2.57;-73.80;225.79

-37.40;2.57;-73.80;225.79

-37.40;2.57;-73.80;225.79

-37.40;2.57;-73.80;225.79

-37.40;2.57;-73.80;225.79

-37.40;2.57;-73.80;225.79

-37.40;2.57;-73.80;225.79

-37.40;2.57;-73.80;225.79

-37.40;2.57;-73.80;225.79

-37.40;2.57;-73.80;225.79

-37.40;2.57;-73.80;225.79

-37.40;2.57;-73.80;225.79

-37.40;2.57;-73.80;225.79

-37.40;2.57;-73.80;225.79

-37.40;2.57;-73.80;225.79

-37.40;2.57;-73.80;225.79

-37.40;2.57;-73.80;225.79

-37.40;2.57;-73.80;225.79

-37.40;2.57;-73.80;225.79

-37.40;2.57;-73.80;225.79

-37.40;2.57;-73.80;225.79

-37.40;2.57;-73.80;225.79

-37.40;2.57;-73.80;225.79

-37.40;2.57;-73.80;225.79

-37.40;2.57;-73.80;225.79

-37.40;2.57;-73.80;225.79

-37.40;2.57;-73.80;225.79

-37.40;2.57;-73.80;225.79

-37.40;2.57;-73.80;225.79

-37.40;2.57;-73.80;225.79

-37.40;2.57;-73.80;225.79

-37.40;2.57;-73.80;225.59

-37.40;2.57;-73.80;225.59

-37.40;2.57;-73.80;224.99

-37.40;2.57;-73.80;224.39

-37.40;2.57;-73.80;218.99

-37.40;2.57;-73.80;218.99

-37.40;2.57;-73.80;218.99

-37.40;2.57;-73.80;218.99

-37.40;2.57;-73.80;218.99

-37.40;2.57;-73.80;218.59

-37.40;2.57;-73.80;152.39

-37.40;2.57;-73.80;152.39

-37.40;2.57;-73.80;152.39

-37.40;2.57;-73.80;152.39

-37.40;2.57;-73.80;151.99

-37.40;2.57;-73.80;151.99

-37.40;2.57;-73.80;151.99

-37.40;2.57;-73.80;151.79

-37.40;2.57;-73.80;151.79

-37.40;2.57;-73.80;151.79

-37.40;2.57;-73.80;150.59

-37.40;2.57;-73.80;129.79

-37.40;2.57;-73.80;129.79

-37.40;2.57;-73.80;129.79

-37.40;2.57;-73.80;129.59

-37.40;2.57;-73.80;129.19

-37.40;2.57;-73.80;128.59

-37.40;2.57;-73.80;128.59

-37.40;2.57;-73.80;127.99

-37.40;2.57;-73.80;127.99

-37.40;2.57;-73.80;129.99

-37.40;2.57;-73.80;130.19

-37.40;2.57;-73.80;130.19

-37.40;2.57;-73.80;130.39

-37.40;2.57;-73.80;130.79

-37.40;2.57;-73.80;137.79

-37.40;2.57;-73.80;136.39

-37.40;2.57;-73.80;135.99

-37.40;2.57;-73.80;135.79

-37.40;2.57;-73.80;134.59

-37.40;2.57;-73.80;133.79

-37.40;2.57;-73.80;133.59

-37.40;2.57;-73.80;133.59

-37.40;2.57;-73.80;133.19

-37.40;2.57;-73.80;133.19

-37.40;2.57;-73.80;131.99

-37.40;2.57;-73.80;131.79

-37.40;2.57;-73.80;131.79

-37.40;2.57;-73.80;131.79

-37.40;2.57;-73.80;131.79

-37.40;2.57;-73.80;131.79

-37.40;2.57;-73.80;131.79

-37.40;2.57;-73.80;131.79

-37.40;2.57;-73.80;131.79

-37.40;2.57;-73.80;130.99

-37.40;2.57;-73.80;130.59

-37.40;2.57;-73.80;130.59

-37.40;2.57;-73.80;130.59

-37.40;2.57;-73.80;130.59

-37.40;2.57;-73.80;130.19

-37.40;2.57;-73.80;129.99

-37.40;2.57;-73.80;129.99

-37.40;2.57;-73.80;129.79

-37.40;2.57;-73.80;128.79

-37.40;2.57;-73.80;128.79

-37.40;2.57;-73.80;128.79

-37.40;2.57;-73.80;128.79

-37.40;2.57;-73.80;128.59

-37.40;2.57;-73.80;128.39

-37.40;2.57;-73.80;127.79

-37.40;2.57;-73.80;127.59

-37.40;2.57;-73.80;127.59

-37.40;2.57;-73.80;127.59

-37.40;2.57;-73.80;127.59

-37.40;2.57;-73.80;129.99

-37.40;2.57;-73.80;129.99

-37.40;2.57;-73.80;130.59

-37.40;2.57;-73.80;129.99

-37.40;2.57;-73.80;129.99

-37.40;2.57;-73.80;129.59

-37.40;2.57;-73.80;129.59

-37.40;2.57;-73.80;128.79

-37.40;2.57;-73.80;128.79

-37.40;2.57;-73.80;128.79

-37.40;2.57;-73.80;128.59

-37.40;2.57;-73.80;128.59

-37.40;2.57;-73.80;128.59

-37.40;2.57;-73.80;128.59

-37.40;2.57;-73.80;128.59

-37.40;2.57;-73.80;128.59

-37.40;2.57;-73.80;128.59

-37.40;2.57;-73.80;128.39

-37.01;2.57;-74.11;127.99

-36.54;2.57;-74.48;127.99

-36.14;2.57;-74.79;127.99

-35.75;2.57;-75.09;127.19

-35.34;2.57;-75.39;125.99

-35.02;2.57;-75.63;125.19

-34.53;2.57;-75.97;125.19

-34.12;2.57;-76.26;124.59

-33.71;2.57;-76.54;124.59

-33.38;2.57;-76.77;124.59

-32.88;2.57;-77.11;124.59

-32.47;2.57;-77.40;125.19

-32.07;2.57;-77.68;125.39

-31.66;2.57;-77.97;125.39

-31.25;2.57;-78.26;125.39

-30.93;2.57;-78.50;125.79

-30.52;2.57;-78.79;125.79

-30.12;2.57;-79.08;125.59

-29.71;2.57;-79.37;125.59

-29.30;2.57;-79.66;125.59

-28.81;2.57;-80.01;125.59

-28.41;2.57;-80.30;125.79

-28.00;2.57;-80.60;126.19

-27.60;2.57;-80.89;126.39

-27.28;2.57;-81.13;126.39

-26.80;2.57;-81.49;126.39

-26.47;2.57;-81.73;126.39

-25.99;2.57;-82.08;126.59

-25.59;2.57;-82.38;126.59

-25.19;2.57;-82.68;126.59

-24.79;2.57;-82.98;127.39

-24.39;2.57;-83.28;127.59

-24.08;2.57;-83.53;127.79

-23.68;2.57;-83.84;127.79

-23.21;2.57;-84.20;127.79

-22.89;2.57;-84.45;127.79

-22.42;2.57;-84.82;127.79

-22.02;2.57;-85.12;127.59

-21.63;2.57;-85.43;127.59

-21.23;2.57;-85.73;127.59

-20.83;2.57;-86.04;127.59

