Subject,Age,Sex,World,VE_sequence,NovelFamiliar,LearningType,NS,ArousalPre,MoodPre,ArousalPost,MoodPost,TimeRaw,TimeRawTrimmed,TimeTrimmed,IdleTime,PathLength_Y,PathLength,AreaCovered,RoamingEntropy,MinimumPolygon,ObjectsVisited,ObjectsVisited20,ObjectVisits,ObjectVisits20,ObjectRevisits,Revisiting,Sinuosity,FractalDimension,numTurningPointsFlight160,numTurningPointsFlight180,numTurningPointsRaw160,numTurningPointsRaw180,AreaEfficiency,ObjectEfficiency,StepLengthCoeffVar,LagStepsPercent
592,67.0,female,Pink,PinkGreen,novel,deep,14.0,1.0,9.0,1.0,9.0,2007,1826,1366,903,29.999999999999964,179.13421078368077,19.0,0.4345067564983805,2594.1660931999995,6.0,7.0,7.0,7.0,1.0,0.6112737920937042,0.23684644820636178,1.0062998995835688,0,0,1,1,0.10606572534011416,0.03349443958108868,0.46043017066716124,0.0
594,52.0,female,Green,GreenGreen,familiar,deep,20.0,3.0,7.0,3.0,7.0,2848,2342,1235,716,42.39999999999999,249.6527495688477,19.0,0.46286370918552133,2550.6960165800006,9.0,10.0,13.0,13.0,4.0,26.411336032388665,0.32966073713645444,1.0123673924078167,1,0,0,0,0.0761057109637813,0.03605007361442272,0.28176399800795676,0.0
595,13.0,male,Pink,PinkPink,familiar,deep,7.0,7.0,7.0,7.0,7.0,1655,1548,1404,328,103.99999999999991,500.92010456077134,35.0,0.5511410548820095,9106.347789208889,14.0,17.0,18.0,22.0,4.0,15.256410256410257,0.4470039001494197,1.0245029750140113,3,1,0,0,0.06987142197195206,0.027948568788780822,0.34396374861837276,0.0
596,8.0,female,Pink,PinkGreen,novel,deep,10.0,5.0,9.0,4.0,9.0,1510,1374,1366,798,33.59999999999995,219.8118040181198,18.0,0.41661573485161174,2613.05639796,7.0,10.0,8.0,10.0,1.0,2.497803806734993,0.5677370096260821,1.0425115839511307,0,0,0,0,0.08188823198282928,0.03184542354887805,0.43308108432499753,0.0
598,15.0,female,Green,GreenPink,novel,deep,8.0,2.0,4.0,2.0,5.0,2521,2304,1372,136,128.2,609.0954666889654,39.0,0.5895945034289073,8226.785896000001,17.0,19.0,23.0,30.0,6.0,12.991982507288629,0.39045145942729437,1.0183291888639963,3,0,1,0,0.06402937163857657,0.027910238919379528,0.31323905309646877,0.0004342162396873643
599,9.0,male,Green,GreenGreen,familiar,deep,11.0,7.0,7.0,7.0,8.0,2877,2638,1377,435,85.5,455.57875870405394,30.0,0.5237372660663625,7559.52421233778,15.0,16.0,18.0,21.0,3.0,10.578068264342773,0.41837095656114137,1.0215902509573085,1,1,0,0,0.06585030453425537,0.03292515226712769,0.3479688355087678,0.0
600,23.0,female,Pink,PinkPink,familiar,deep,19.0,3.0,7.0,3.0,7.0,1551,1440,1394,1013,24.49999999999997,146.72346290223834,14.0,0.4029118134518629,2163.732199999999,8.0,9.0,8.0,9.0,0.0,0.0,0.19701753364277294,1.0030983603750245,0,0,1,0,0.09541759527123608,0.05452434015499205,0.2641645132460711,0.0
601,14.0,female,Green,GreenPink,novel,deep,14.0,2.0,7.0,2.0,7.0,2615,2253,1294,237,95.39999999999999,511.80509216091906,43.0,0.6010784877478715,8008.599680062223,13.0,13.0,16.0,18.0,3.0,6.085780525502319,0.3370366659279431,1.014993516692218,0,0,2,2,0.08401635829461455,0.025400294368139283,0.3135641282149464,0.0
603,8.0,female,Green,GreenGreen,familiar,deep,11.0,7.0,7.0,7.0,8.0,2542,2351,1389,716,59.29999999999999,313.4772491267548,25.0,0.48378997337655677,4696.400176120002,8.0,10.0,10.0,12.0,2.0,10.491720662347012,0.36354340581739675,1.0153820501723572,0,0,1,1,0.07975060413360724,0.025520193322754316,0.37665500094985355,0.000425531914893617
604,53.0,male,Green,GreenGreen,familiar,deep,17.0,7.0,8.0,7.0,8.0,3357,2961,1325,817,41.39999999999999,222.9460902156844,12.0,0.35031268973746593,1785.9484214044446,7.0,7.0,11.0,11.0,4.0,47.90490566037736,0.527206541753906,1.03432953916426,1,0,1,1,0.05382467119468594,0.031397724863566796,0.38679692371366786,0.0
605,10.0,female,Pink,PinkGreen,novel,deep,10.0,5.0,8.0,6.0,9.0,2359,2160,1375,533,61.69999999999993,377.34077752308804,34.0,0.5608267570758102,8379.123754560002,11.0,13.0,13.0,15.0,2.0,3.906181818181818,0.31417417415093774,1.0105893100621184,2,0,1,0,0.09010422945322857,0.02915136835251513,0.40006427645900716,0.0
606,12.0,male,Pink,PinkPink,familiar,deep,10.0,7.0,8.0,7.0,8.0,2111,1965,1398,312,412.19999999999993,525.0173465645346,41.0,0.5662190703364236,11411.467840888887,11.0,15.0,11.0,18.0,0.0,3.640200286123033,0.6208034374557658,1.0582648504053922,1,0,7,3,0.07809265782985005,0.020951688686057332,0.405609353190682,0.0
607,46.0,female,Green,GreenPink,novel,deep,21.0,5.0,8.0,5.0,8.0,3026,2809,1394,408,87.5,510.8903346879721,36.0,0.5154494135806378,11012.095851388884,11.0,14.0,14.0,18.0,3.0,5.967001434720229,0.32094535790147355,1.0141008062117463,1,0,1,1,0.07046522033341483,0.0215310395463212,0.39887973632899165,0.00035612535612535614
608,8.0,male,Pink,PinkGreen,novel,deep,11.0,1.0,6.0,1.0,7.0,2443,2382,1464,938,39.299999999999955,233.71957104166069,15.0,0.3884190293354074,1708.5988502399991,6.0,7.0,7.0,10.0,1.0,26.086748633879782,0.5835222786445526,1.046244002431416,1,0,2,1,0.06417947770974745,0.025671791083898984,0.4252978890360501,0.0
609,8.0,female,Green,GreenGreen,familiar,deep,9.0,3.0,7.0,1.0,8.0,3318,2699,1222,881,27.699999999999996,153.79155040805267,8.0,0.3029232142371893,837.2222133333336,4.0,5.0,6.0,9.0,2.0,74.93371522094927,0.4858275200299209,1.02326296412205,2,0,1,1,0.052018462514837306,0.026009231257418653,0.3557829471985753,0.0
611,22.0,male,Green,GreenGreen,familiar,deep,25.0,3.0,9.0,3.0,9.0,2422,2257,1399,175,102.6,616.2171693120928,42.0,0.5872714507824454,9305.320807100004,15.0,21.0,23.0,31.0,8.0,17.29735525375268,0.23957852633403143,1.0125830717704005,3,0,1,1,0.0681577893178248,0.02434206761350886,0.33375632663923316,0.0013297872340425532
612,8.0,male,Green,GreenPink,novel,deep,8.0,6.0,8.0,9.0,8.0,2857,2578,1355,662,105.19999999999999,326.41024854258626,20.0,0.42737154559424523,4831.047056639999,8.0,10.0,12.0,14.0,4.0,39.78450184501845,0.5175271494776515,1.0313061880645527,1,0,3,3,0.061272585923081484,0.024509034369232595,0.34055136753038695,0.0
613,32.0,female,Pink,PinkGreen,novel,deep,25.0,8.0,7.0,8.0,7.0,2237,2085,1400,132,98.1999999999999,595.0102546494519,41.0,0.5882680789943507,10380.646732302217,16.0,18.0,21.0,27.0,5.0,12.215,0.240866905897226,1.006251637269825,0,0,3,3,0.06890637544415935,0.02689029285625731,0.3780738637619356,0.0
614,64.0,female,Green,GreenGreen,familiar,deep,17.0,3.0,7.0,5.0,8.0,3039,2677,1323,958,28.6,164.0704716720867,12.0,0.361181336671983,1390.8027066666666,6.0,7.0,7.0,9.0,1.0,17.3416477702192,0.4284552545452254,1.0236326373711995,1,1,5,5,0.0731393033597377,0.03656965167986885,0.332187928428514,0.0
616,8.0,female,Pink,PinkGreen,novel,deep,11.0,2.0,9.0,4.0,8.0,2052,1876,1373,1137,15.49999999999998,86.33683742593132,9.0,0.2676071217658711,468.49160648444433,4.0,5.0,5.0,5.0,1.0,0.4442825928623452,0.44389491310446355,1.0498082933697506,0,0,1,1,0.10424287324308273,0.046330165885814546,0.42525526707237377,0.0
619,20.0,female,Green,GreenPink,novel,deep,24.0,3.0,6.0,4.0,7.0,2918,2356,1213,234,80.6,474.3818516100996,39.0,0.5839695967492612,16363.331353286665,10.0,10.0,10.0,12.0,0.0,1.3891178895300906,0.2943420294148761,1.0132857359249963,0,0,1,1,0.08221225130689568,0.021080064437665556,0.3841060083260277,0.0008492569002123143
620,51.0,male,Green,GreenGreen,familiar,deep,19.0,5.0,7.0,3.0,6.0,2848,2381,1255,315,80.5,472.9308899484313,32.0,0.5317979458613008,7504.522952959999,11.0,17.0,15.0,23.0,4.0,12.108366533864542,0.3158580859971906,1.0145652952715731,2,0,2,2,0.06766316322346655,0.023259212358066626,0.32077160428990414,0.0
622,10.0,female,Green,GreenGreen,familiar,deep,8.0,5.0,9.0,4.0,7.0,2779,2135,1154,377,66.1,400.65660165871424,30.0,0.5121807325940845,5445.3364368,14.0,14.0,19.0,18.0,5.0,17.707105719237436,0.3419319820669795,1.0190151721289584,2,0,1,1,0.07487708894799264,0.03494264150906323,0.3060603132820591,0.0
623,33.0,male,Green,GreenGreen,familiar,deep,15.0,2.0,6.0,2.0,5.0,2809,2584,1381,352,102.39999999999998,519.7109858266886,34.0,0.5316947352194152,8849.350104000001,11.0,13.0,12.0,19.0,1.0,7.296886314265025,0.6867869274556042,1.06701390473861,2,0,1,0,0.06542097613333539,0.021165609925490863,0.32616014938483073,0.00038714672861014324
624,47.0,male,Pink,PinkPink,familiar,deep,16.0,7.0,7.0,7.0,7.0,3049,2764,1361,72,108.2999999999999,610.4962433414154,53.0,0.6448590956537421,16380.805150720002,10.0,15.0,10.0,17.0,0.0,1.2527553269654665,0.2244128954529999,1.0060126826681783,0,0,1,1,0.08681462102029701,0.016380117173640945,0.45493774707543894,0.0014477017734346724
625,10.0,female,Green,GreenPink,novel,deep,10.0,6.0,9.0,6.0,9.0,2575,2160,1260,362,76.6,435.20451744990675,31.0,0.5437053501157086,7313.13333088,13.0,15.0,15.0,22.0,2.0,17.93174603174603,0.3295864292835984,1.0191700695946868,2,0,0,0,0.0712308782584459,0.029871013463219246,0.3242959773518799,0.0
626,37.0,male,Pink,PinkGreen,novel,deep,15.0,3.0,5.0,4.0,5.0,2007,1876,1404,588,58.09999999999992,366.28760776808844,25.0,0.480638604069316,5817.072493528889,11.0,13.0,13.0,15.0,2.0,11.262820512820513,0.5438591377168348,1.041829530958317,2,0,4,1,0.06825237728443305,0.03003104600515054,0.3741574654232517,0.0
628,12.0,female,Green,GreenPink,novel,deep,13.0,7.0,8.0,8.0,8.0,2594,2334,1351,442,72.19999999999999,438.26588981837676,32.0,0.5144827216583429,7940.685414933333,15.0,15.0,18.0,18.0,3.0,20.55218356772761,0.404775160804352,1.023453595269682,0,0,5,5,0.07301503663281034,0.034225798421629844,0.3374305155644939,0.0004286326618088298
629,10.0,male,Pink,PinkPink,familiar,deep,11.0,6.0,7.0,6.0,7.0,2283,1976,1300,307,76.79999999999994,443.5515393340164,38.0,0.5642421349257715,9099.237645617774,13.0,15.0,14.0,17.0,1.0,5.163846153846154,0.32751632504737543,1.0145997785815557,0,0,1,1,0.08567211841279194,0.02930888261490251,0.43616656512667845,0.0
630,10.0,female,Green,GreenGreen,familiar,deep,10.0,7.0,8.0,7.0,9.0,2894,2540,1318,282,89.19999999999999,531.8976294064519,29.0,0.5434286533571719,7935.939417271114,13.0,16.0,20.0,23.0,7.0,18.83763277693475,0.3824816938315903,1.021708646527612,2,0,2,0,0.054521769597584584,0.024440793267882746,0.31682200097541696,0.0
631,9.0,male,Pink,PinkGreen,novel,deep,13.0,8.0,8.0,7.0,9.0,2225,1618,1092,436,57.69999999999995,289.3108433894636,19.0,0.4250981285733762,4820.3150000000005,9.0,10.0,11.0,16.0,2.0,13.565018315018316,0.6871973453534779,1.0563885892439786,1,0,3,1,0.06567330756567127,0.03110840884689692,0.37362106062083744,0.0
632,12.0,female,Pink,PinkPink,familiar,deep,11.0,1.0,6.0,2.0,6.0,2331,2195,1414,271,89.09999999999991,497.792364107765,38.0,0.5714981408252618,9309.869194888892,13.0,15.0,18.0,19.0,5.0,15.07001414427157,0.29148510261437194,1.0148134908420396,1,1,1,1,0.07633704881775474,0.02611530617449504,0.42134879422459937,0.0
633,10.0,male,Green,GreenPink,novel,deep,11.0,8.0,9.0,8.0,9.0,2550,2280,1343,427,74.6,468.77026870527607,27.0,0.50859751926108,5670.779467306666,12.0,15.0,18.0,24.0,6.0,41.98064035740879,0.32466369218334534,1.0133052576039006,3,0,0,0,0.05759750948918513,0.0255988931063045,0.3053767535358566,0.0
634,11.0,female,Pink,PinkPink,familiar,deep,10.0,8.0,9.0,6.0,8.0,1862,1591,1283,226,104.39999999999996,471.30457701481214,35.0,0.5572584333029694,6572.3004145,9.0,12.0,11.0,18.0,2.0,6.329696024941543,0.4242317709103099,1.024620796716134,0,0,1,0,0.07426195650737341,0.01909593167332459,0.38809065525130304,0.0
635,10.0,male,Pink,PinkGreen,novel,deep,11.0,7.0,8.0,9.0,8.0,2102,1501,1072,406,55.59999999999994,318.01459841778615,25.0,0.4755657822233743,5015.85844408889,11.0,13.0,12.0,15.0,1.0,7.550373134328358,0.4701083696528659,1.0278869645552757,1,0,1,1,0.07861274332808045,0.0345896070643554,0.33630211048710223,0.0
636,12.0,female,Green,GreenGreen,familiar,deep,10.0,5.0,7.0,6.0,8.0,3126,2679,1287,771,42.9,257.4869269279262,14.0,0.357312989212412,2135.4216666666666,7.0,8.0,11.0,12.0,4.0,39.86557886557887,0.6354286506978322,1.0443786019027375,1,1,1,1,0.054371692446812156,0.027185846223406078,0.37405722738528335,0.0
637,8.0,male,Pink,PinkPink,familiar,deep,12.0,9.0,8.0,9.0,8.0,1462,1334,1370,1076,43.99999999999998,125.55818762696487,11.0,0.32244870767268813,692.2931199199999,4.0,6.0,4.0,8.0,0.0,10.474452554744525,0.9311128641225833,1.1154517037950467,0,0,0,0,0.08760878289101427,0.0318577392330961,0.3100364622318606,0.0
638,35.0,female,Pink,PinkPink,familiar,deep,18.0,5.0,6.0,6.0,6.0,2459,2317,1415,856,47.39999999999996,228.60843390270168,15.0,0.4317385045700477,1622.394339795555,5.0,5.0,8.0,9.0,3.0,37.706713780918726,0.4529382168794169,1.0238191364337244,2,1,3,3,0.06561437714228938,0.021871459047429792,0.45360694344952457,0.0
639,46.0,female,Green,GreenPink,novel,deep,15.0,5.0,9.0,6.0,9.0,2640,2230,1268,912,26.999999999999996,159.00624399080885,9.0,0.2625594829688465,1127.7567745466665,5.0,6.0,8.0,10.0,3.0,108.62539432176656,0.3736348631760479,1.0228614407614498,1,0,1,1,0.05660155082035793,0.03144530601130996,0.42768806772591467,0.0022431583669807087
641,35.0,female,Green,GreenGreen,familiar,deep,23.0,8.0,8.0,7.0,9.0,2860,2442,1282,491,64.3,400.05504482749586,26.0,0.489736930851631,6374.651365839998,10.0,16.0,13.0,22.0,3.0,15.801872074882995,0.3813903962679221,1.0180063462078919,1,0,2,2,0.06499105644627286,0.024996560171643405,0.35747743921065805,0.00040966816878328555
642,10.0,male,Pink,PinkPink,familiar,deep,14.0,6.0,8.0,7.0,9.0,2157,2035,1417,438,79.09999999999992,424.04280257820693,29.0,0.5190338320081784,5320.463786595556,10.0,12.0,15.0,20.0,5.0,31.443895553987296,0.5005308834690743,1.027639555840123,0,0,3,3,0.06838932254875728,0.023582525016812857,0.4275321712306085,0.0
643,8.0,male,Green,GreenPink,novel,deep,12.0,6.0,7.0,6.0,7.0,2969,2490,1259,677,42.8,250.4077293885862,14.0,0.3824317664169188,1709.174162915556,5.0,7.0,10.0,13.0,5.0,52.65131056393963,0.4730432924583617,1.0257692773334859,1,0,2,2,0.05590881732837649,0.01996743476013446,0.4192094966660621,0.0
644,11.0,male,Pink,PinkPink,familiar,deep,13.0,8.0,8.0,4.0,8.0,2915,2753,1418,318,84.59999999999992,476.2166332248297,36.0,0.5601328986133167,12351.074906533331,11.0,15.0,12.0,16.0,1.0,5.584626234132581,0.5808389803685781,1.0394865232232942,1,0,0,0,0.07559584753731986,0.02309873119195885,0.5234436229311175,0.0003633720930232558
645,10.0,male,Pink,PinkGreen,novel,deep,12.0,8.0,7.0,8.0,7.0,3975,3781,1428,148,106.49999999999991,575.380504010436,37.0,0.5782044664839544,7582.619020017785,7.0,10.0,8.0,15.0,1.0,16.45098039215686,0.47633166961309753,1.035563446279066,1,0,3,0,0.06430527232345869,0.012165862331465157,0.46573836773032457,0.0005291005291005291
646,11.0,female,Pink,PinkGreen,novel,deep,11.0,3.0,8.0,,,2244,2128,1424,762,51.79999999999993,327.3978881592099,26.0,0.4756308904696111,5672.627581404444,10.0,13.0,14.0,17.0,4.0,9.464887640449438,0.5164529163758883,1.0336135312563455,2,1,3,3,0.0794140736404399,0.030543874477092267,0.3419765513326225,0.0
647,36.0,male,Green,GreenPink,novel,deep,22.0,7.0,8.0,8.0,6.0,2557,2345,1377,169,102.5,598.9256351250169,43.0,0.5957808181936555,11707.3088112,15.0,18.0,18.0,25.0,3.0,7.541757443718228,0.4211687261811263,1.0383574780290568,1,1,2,1,0.07179522377769718,0.025044845503847852,0.32122134829284077,0.0
648,8.0,female,Pink,PinkPink,familiar,deep,13.0,8.0,8.0,9.0,9.0,1899,1694,1339,1002,25.29999999999997,157.3187656911213,13.0,0.3412969964126446,1667.790329173333,6.0,9.0,7.0,11.0,1.0,6.823749066467513,0.3698803048700016,1.0235468387429028,1,0,1,0,0.0826347698756048,0.03813912455797144,0.28252621204780914,0.0
649,9.0,male,Green,GreenGreen,familiar,deep,11.0,9.0,9.0,9.0,9.0,2752,2453,1338,345,126.8,487.38624907347037,33.0,0.5279356059750295,7926.230327860001,14.0,19.0,17.0,29.0,3.0,13.274289985052317,0.4527630216321795,1.0273395862877497,1,0,1,0,0.06770810637914706,0.028724651191153302,0.32911856414834856,0.0
650,9.0,female,Green,GreenGreen,familiar,deep,11.0,7.0,8.0,7.0,8.0,2573,2059,1202,511,53.59999999999999,334.9066498046911,21.0,0.45821175786762175,3945.404888995556,10.0,12.0,16.0,16.0,6.0,33.27454242928452,0.4190551584631704,1.0253287652660106,1,1,0,0,0.06270404010265744,0.02985906671555116,0.3221983308780478,0.00048590864917395527
651,25.0,male,Green,GreenGreen,familiar,deep,13.0,1.0,7.0,1.0,6.0,3165,2985,1416,663,60.099999999999994,349.9881909972002,13.0,0.32650756916114165,1981.077641066667,6.0,7.0,10.0,16.0,4.0,101.5409604519774,0.8647998929920674,1.1048685291635054,1,1,5,2,0.03714411038543868,0.01714343556251016,0.3893808507145502,0.0006702412868632708
652,10.0,female,Pink,PinkGreen,novel,deep,10.0,5.0,9.0,5.0,9.0,1881,1711,1366,1042,21.49999999999997,137.71778171990755,13.0,0.38682419499069465,1217.7389733333334,5.0,8.0,5.0,9.0,0.0,9.795754026354318,0.37029718499697006,1.028317714923236,0,0,2,2,0.09439594391986063,0.03630613227686947,0.3031902381699556,0.0
653,22.0,female,Pink,PinkPink,familiar,deep,10.0,1.0,8.0,4.0,7.0,2282,2191,1443,353,75.49999999999991,483.4561764952449,33.0,0.5413325034130817,7589.519224757779,13.0,16.0,17.0,21.0,4.0,18.022176022176023,0.41713231311606025,1.0282303894850267,3,0,0,0,0.06825851360350668,0.026889717480169297,0.412533870050897,0.0
654,10.0,female,Green,GreenPink,novel,deep,12.0,4.0,8.0,3.0,7.0,2584,2421,1407,590,129.0,388.2273696692378,23.0,0.4854577935035366,5919.5594860400015,11.0,13.0,11.0,21.0,0.0,7.845771144278607,0.6658406348133763,1.0515232188096224,2,0,3,1,0.05924363349136243,0.028333911669782032,0.3066022916803155,0.0
655,20.0,female,Green,GreenPink,novel,deep,17.0,6.0,8.0,7.0,8.0,3609,3287,1368,700,5603.000000000001,368.19366869172524,30.0,0.4664186148906296,7806.4691315555565,5.0,6.0,7.0,8.0,2.0,12.035818713450292,0.3494195397912675,1.014825489548278,0,0,3,2,0.08147885895647455,0.013579809826079092,0.3956245804766456,0.0
656,20.0,male,Pink,PinkPink,familiar,deep,16.0,3.0,7.0,4.0,7.0,2747,2609,1426,618,64.89999999999995,359.5342055798342,34.0,0.5314408918131355,9557.150999582223,10.0,14.0,10.0,14.0,0.0,0.42075736325385693,0.281788977992636,1.009411076420895,0,0,2,1,0.09456680191295551,0.027813765268516324,0.43427070945630214,0.0003834355828220859
657,38.0,female,Green,GreenGreen,familiar,deep,18.0,8.0,9.0,8.0,9.0,3127,2826,1357,644,61.8,349.0121750099581,25.0,0.4859493542636575,6354.96128848,9.0,13.0,11.0,15.0,2.0,4.285924834193073,0.3546853055188704,1.015367550754748,1,0,1,1,0.07163073895426912,0.025787066023536885,0.3650796281489219,0.00035398230088495576
658,11.0,male,Pink,PinkGreen,novel,deep,11.0,7.0,7.0,5.0,6.0,2188,1606,1102,739,25.69999999999997,157.73353128351047,12.0,0.36328870399625834,1551.765,5.0,8.0,6.0,12.0,1.0,27.766787658802176,0.4351035454572495,1.0279729317353907,1,0,3,3,0.07607767291046812,0.03169903037936172,0.3091875853925462,0.0
659,48.0,male,Pink,PinkPink,familiar,deep,17.0,6.0,9.0,6.0,9.0,2300,2194,1432,700,44.99999999999994,245.2120563383123,24.0,0.4808846366103596,3747.584413213334,9.0,11.0,10.0,13.0,1.0,12.527234636871508,0.3480797034094969,1.0148791951224578,1,0,0,0,0.0978744697890705,0.036702926170901436,0.4936102440966282,0.0013679890560875513
660,8.0,female,Green,GreenPink,novel,deep,11.0,5.0,5.0,3.0,7.0,2767,2248,1220,828,32.2,184.90220760412834,15.0,0.3899543446458662,2856.077750560001,7.0,9.0,11.0,9.0,4.0,25.5,0.5229153065184013,1.0419809396278372,0,0,0,0,0.08112396382045735,0.03785784978288009,0.2898753429975571,0.0
661,45.0,male,Green,GreenGreen,familiar,deep,20.0,5.0,7.0,6.0,7.0,3008,2496,1246,307,80.79999999999998,490.639381936198,42.0,0.5874042362553613,9452.902390293335,12.0,15.0,14.0,21.0,2.0,8.082664526484752,0.2669303682179207,1.008169449368582,0,0,3,3,0.08560258622994438,0.024457881779984106,0.3327319027792975,0.0
662,8.0,male,Pink,PinkPink,familiar,deep,10.0,4.0,9.0,5.0,7.0,1984,1789,1354,1079,20.699999999999974,126.0733400480457,9.0,0.28063106380094593,485.01648775999985,3.0,4.0,5.0,7.0,2.0,127.47415066469719,0.30271892051253413,1.015339265619843,1,0,0,0,0.07138701962342048,0.023795673207806824,0.3303501069265294,0.0
663,9.0,male,Green,GreenPink,novel,deep,10.0,7.0,8.0,6.0,8.0,2590,2389,1385,753,48.09999999999998,296.7393063338627,19.0,0.39648452239064735,4020.634537479999,9.0,11.0,10.0,14.0,1.0,8.506137184115524,0.46793823163359505,1.026916805478486,1,0,0,0,0.06402926607445464,0.030329652351057463,0.3087015863401344,0.0
664,8.0,male,Green,GreenGreen,familiar,deep,12.0,4.0,8.0,4.0,8.0,2608,2340,1347,147,105.6,594.4089972945119,31.0,0.5386987340341439,8999.628718,11.0,16.0,19.0,27.0,8.0,24.985152190051966,0.2662540039281234,1.0070732717092648,1,0,0,0,0.05215264260988369,0.018505776409958728,0.3456937594888099,0.0
665,11.0,male,Pink,PinkGreen,novel,deep,16.0,8.0,9.0,8.0,7.0,1925,1664,1298,339,99.49999999999993,465.81147432573704,16.0,0.42201268456497815,1775.7527003733328,5.0,7.0,18.0,20.0,13.0,108.34052388289676,0.6252347540947362,1.0511376810973396,4,0,2,0,0.03434866009507393,0.010733956279710605,0.3115802904271565,0.0
666,12.0,male,Green,GreenGreen,familiar,deep,10.0,2.0,7.0,4.0,8.0,2857,2615,1374,136,246.5,625.1392632023269,30.0,0.5390320287748308,7517.278824639999,14.0,14.0,21.0,27.0,7.0,31.605531295487626,0.44903870258054984,1.0416241640470432,4,0,3,1,0.047989306968694544,0.02239500991872412,0.36498177806040455,0.0
667,42.0,female,Pink,PinkGreen,novel,deep,18.0,5.0,8.0,4.0,8.0,2207,1966,1338,903,31.499999999999964,167.13493355560428,15.0,0.37505521487218213,2475.3652890577778,7.0,9.0,7.0,11.0,0.0,0.15022421524663676,0.4017563339462368,1.0216165901494212,0,0,3,3,0.08974784433686113,0.04188232735720186,0.38211762270279725,0.0
669,9.0,female,Pink,PinkPink,familiar,deep,10.0,5.0,9.0,7.0,9.0,2700,2458,1367,613,55.89999999999994,310.9751806813856,25.0,0.4340369255175663,5476.902825248889,9.0,10.0,9.0,11.0,0.0,1.3708851499634236,0.7939918463414604,1.0700432532459199,0,0,1,1,0.08039226778555725,0.028941216402800608,0.4492465183034217,0.000407000407000407
670,43.0,male,Green,GreenGreen,familiar,deep,19.0,1.0,9.0,1.0,9.0,2585,2265,1316,509,62.39999999999999,383.28935082031114,25.0,0.5011738645637375,6687.435000000001,11.0,16.0,14.0,23.0,3.0,11.512158054711247,0.32777487888437756,1.0151218969873368,3,1,1,1,0.06522487501021176,0.028698945004493173,0.3430281514350926,0.0
671,11.0,female,Green,GreenPink,novel,deep,8.0,5.0,8.0,4.0,9.0,2539,2356,1393,381,91.3,511.9283399542201,39.0,0.5714363527817575,8682.706148559995,15.0,17.0,19.0,24.0,4.0,10.941852117731514,0.2715450611075722,1.010663764454204,0,0,2,2,0.07618253758619346,0.029300975994689796,0.29354375893362095,0.0
672,10.0,female,Green,GreenGreen,familiar,deep,11.0,8.0,9.0,8.0,9.0,3206,2219,1040,601,39.0,222.79256864720995,20.0,0.44603706287394895,3040.511853111111,8.0,9.0,9.0,10.0,1.0,7.283653846153846,0.34925664397154843,1.0148877417628697,1,0,1,1,0.08976960103040879,0.035907840412163515,0.362110198841077,0.0
673,60.0,female,Pink,PinkGreen,novel,deep,17.0,4.0,8.0,5.0,8.0,2524,1966,1170,727,34.299999999999955,194.24676342980575,15.0,0.3627090218206935,1522.473902079999,5.0,5.0,7.0,7.0,2.0,38.476068376068376,0.3296447496247045,1.0088043084388367,1,1,0,0,0.0772213638731772,0.0257404546243924,0.463614614400562,0.0
674,62.0,male,Pink,PinkPink,familiar,deep,21.0,3.0,7.0,3.0,5.0,2022,1871,1389,598,59.399999999999935,378.6144298504215,25.0,0.4797272004730036,4770.067887333333,10.0,12.0,13.0,22.0,3.0,28.65586753059755,0.38895973607949524,1.0232906517287592,1,0,0,0,0.06603023558789532,0.02641209423515813,0.3389093991935764,0.0005347593582887701
675,9.0,female,Green,GreenPink,novel,deep,14.0,8.0,9.0,8.0,8.0,2588,2230,1294,717,48.099999999999994,294.6242480879165,16.0,0.41473940266377696,2381.939561455555,7.0,10.0,13.0,16.0,6.0,44.293663060278206,0.4747761175107653,1.030307421766352,4,0,0,0,0.05430646019069539,0.023759076333429233,0.319899190311717,0.00044863167339614175
676,20.0,female,Green,GreenGreen,familiar,deep,13.0,7.0,9.0,7.0,9.0,3103,2878,1393,503,76.1,429.17784916293544,34.0,0.5463189662839053,8977.673139040002,13.0,15.0,14.0,20.0,1.0,10.578607322325915,0.36710462552177187,1.0110100460931037,0,0,1,1,0.07922123675840514,0.030290472878213733,0.36303089462660715,0.0
677,26.0,male,Pink,PinkPink,familiar,deep,19.0,3.0,7.0,3.0,7.0,2300,2211,1443,140,103.1999999999999,602.9460637052939,37.0,0.5784186239809174,7593.648464773334,14.0,15.0,17.0,24.0,3.0,9.730422730422731,0.6155815833288023,1.0572492419582713,2,0,7,1,0.06136535625197272,0.02321932398723292,0.3812832960200973,0.0
679,8.0,male,Pink,PinkGreen,novel,deep,14.0,9.0,9.0,9.0,9.0,1919,1619,1267,866,27.299999999999965,162.8483409678894,9.0,0.3291501898497244,957.610632977778,4.0,7.0,7.0,12.0,3.0,64.71981057616416,0.42980956024516875,1.026751354980591,1,0,0,0,0.05526614484684636,0.024562731043042827,0.35043186180354713,0.0
680,9.0,male,Green,GreenPink,novel,deep,13.0,4.0,7.0,7.0,8.0,2718,1880,1039,850,10.599999999999998,58.825539616723724,5.0,0.20429175390382873,174.8480133333334,3.0,4.0,3.0,5.0,0.0,0.18479307025986524,0.9188475565515866,1.0571691337175717,0,0,5,4,0.08499709535309613,0.050998257211857675,0.45910829187410773,0.0
