Subject,Age,Sex,World,VE_sequence,NovelFamiliar,LearningType,NoveltySeeking,ExploratoryExcitability,Impulsiveness,Extravagance,Disorderliness,Total,ArousalPre,MoodPre,ArousalPost,MoodPost,TimeRaw,IdleSteps2d,DistanceTravelledY,DistanceTravelled2d_100ms,AreaCoveredRaw_14,RoamingEntropy_14,ObjectsVisited10,ObjectVisits10,RevisitingGagnon14,StepLengthCoeffVar,LagStepsPercent3xMedian,LagStepsPercent4xMedian,LagStepsPercent5xMedian,trimLoss,SinuosityRediscretized,FractalDimension,numTurningPointsFlight150,numTurningPointsFlight160,numTurningPointsFlight170,numTurningPointsFlight180,numTurningPointsRaw150,numTurningPointsRaw160,numTurningPointsRaw170,numTurningPointsRaw180
879.0,22.0,male,Green,GreenGreen,familiar,shallow,23.0,6.0,4.0,5.0,8.0,23.0,4.0,8.0,3.0,8.0,2760,353,89.89999999999999,571.5876790163588,36.0,0.5584663029749708,13.0,19.0,13.309035687167805,0.3220182248369827,0.0,0.0,0.0,184,0.45715438827835686,1.031815909628067,5,5,5,1,1,1,1,0
880.0,9.0,male,Pink,PinkPink,familiar,shallow,10.0,,,,,,6.0,7.0,2.0,3.0,2221,693,63.19999999999992,401.6293831641507,30.0,0.5064950805251104,13.0,16.0,9.294556301267711,0.34581193163479534,0.0,0.0,0.0,160,0.44642218180466675,1.023044929220525,3,3,3,0,3,3,2,1
881.0,27.0,female,Pink,PinkPink,familiar,shallow,22.0,8.0,4.0,4.0,6.0,22.0,8.0,8.0,8.0,8.0,1889,1095,26.499999999999957,149.4493457150332,10.0,0.3242247079899391,5.0,7.0,60.60572337042925,0.2008911276364437,0.0,0.0,0.0,243,0.6165658647606205,1.0374912229598459,1,1,1,0,0,0,0,0
882.0,12.0,female,Pink,PinkGreen,novel,shallow,14.0,,,,,,5.0,7.0,6.0,7.0,2862,630,62.599999999999945,290.30809059413264,20.0,0.4477929359897508,9.0,10.0,33.45313601127555,0.46299742437622915,0.003526093088857546,0.0,0.0,82,0.8186924570728811,1.0709652714946862,1,1,0,0,1,1,1,1
883.0,12.0,female,Green,GreenGreen,familiar,shallow,18.0,,,,,,5.0,8.0,2.0,6.0,2875,699,61.800000000000004,391.20844065693063,24.0,0.48733548855431935,10.0,15.0,23.69422092172641,0.2943465501465566,0.0,0.0,0.0,134,0.5026541627390474,1.0313688583196945,2,2,1,1,1,1,1,1
884.0,8.0,female,Pink,PinkPink,familiar,shallow,11.0,,,,,,9.0,9.0,7.0,8.0,2539,862,49.29999999999997,268.0714967107268,21.0,0.467100420882511,7.0,9.0,1.9866962305986697,0.3835792915546518,0.0,0.0,0.0,148,0.5675786146176692,1.0440649114470806,1,0,0,0,2,2,2,1
885.0,12.0,female,Pink,PinkPink,familiar,shallow,13.0,,,,,,5.0,8.0,,,2175,817,52.899999999999935,341.4998106473788,28.0,0.4850169465947029,10.0,13.0,8.550108147080028,0.3199136304838176,0.0,0.0,0.0,114,0.41676907350320413,1.0189431117654952,3,3,3,1,1,1,0,0
886.0,11.0,female,Green,GreenPink,novel,shallow,16.0,,,,,,8.0,8.0,6.0,9.0,2888,884,45.8,286.23047753675837,20.0,0.3872554339002299,9.0,11.0,46.89303307529909,0.36492257225693536,0.0,0.0,0.0,80,0.36710969679568545,1.0172484634479686,2,1,0,0,2,2,2,2
887.0,9.0,male,Green,GreenGreen,familiar,shallow,15.0,,,,,,9.0,9.0,9.0,9.0,3055,796,55.39999999999999,317.52837161913817,19.0,0.4535757120614915,9.0,10.0,9.995003568879373,0.4280251657009158,0.0,0.0,0.0,100,0.6083422744558753,1.0426337334963536,0,0,0,0,4,4,4,4
888.0,11.0,female,Pink,PinkPink,familiar,shallow,13.0,,,,,,7.0,9.0,8.0,8.0,2299,686,61.09999999999994,362.6840445140192,29.0,0.5086378246687601,10.0,14.0,11.689056603773585,0.3984869593284959,0.0,0.0,0.0,176,0.4237190596642195,1.0145653221950415,1,1,1,0,2,1,1,0
890.0,10.0,female,Pink,PinkGreen,novel,shallow,12.0,,,,,,4.0,8.0,5.0,8.0,1725,1193,21.69999999999997,119.62611147837245,6.0,0.2336739716139904,3.0,3.0,6.488956587966489,0.2015691597100397,0.0,0.0,0.0,188,1.2549212867153834,1.178393018465941,0,0,0,0,1,1,1,1
891.0,11.0,male,Pink,PinkGreen,novel,shallow,12.0,,,,,,6.0,8.0,7.0,6.0,2303,755,56.89999999999995,355.52331520549046,24.0,0.46763697054322095,12.0,16.0,27.127487103905676,0.341125630684688,0.0,0.0,0.0,144,0.4706383315740315,1.0278918337159857,3,3,3,1,0,0,0,0
892.0,21.0,female,Green,GreenGreen,familiar,shallow,21.0,8.0,3.0,6.0,4.0,21.0,7.0,7.0,6.0,6.0,2827,663,62.00000000000001,392.4254373366646,28.0,0.5264095313104966,11.0,15.0,33.547383309759546,0.3541037295600079,0.0007077140835102619,0.0,0.0,87,0.3390050906444909,1.0153253647655025,2,2,1,0,1,1,1,1
894.0,46.0,male,Green,GreenGreen,familiar,shallow,15.0,4.0,0.0,7.0,4.0,15.0,6.0,5.0,4.0,5.0,2591,677,75.80000000000001,408.65191849452106,20.0,0.4440550769102978,9.0,15.0,14.8,0.2835743429022621,0.0,0.0,0.0,216,0.7285762863456122,1.0846302728155806,2,2,1,0,3,3,2,0
895.0,9.0,female,Pink,PinkPink,familiar,shallow,10.0,,,,,,6.0,9.0,6.0,9.0,1936,754,54.19999999999993,348.02270364473793,29.0,0.5135474863160697,11.0,13.0,9.303009575923392,0.3065341080826847,0.0,0.0,0.0,39,0.41748674675883257,1.0155094950086936,2,2,2,1,1,1,0,0
896.0,40.0,female,Green,GreenPink,novel,shallow,13.0,4.0,0.0,4.0,5.0,13.0,6.0,8.0,6.0,8.0,2989,731,63.99999999999999,351.86848292387185,18.0,0.4589398495848186,10.0,15.0,22.216216216216218,0.29737870809192635,0.0,0.0,0.0,169,0.7520926263466974,1.0763906480913903,4,1,1,1,0,0,0,0
897.0,44.0,male,Pink,PinkPink,familiar,shallow,11.0,5.0,1.0,2.0,3.0,11.0,5.0,8.0,6.0,8.0,2112,816,49.79999999999994,318.3008745378263,19.0,0.4487609008056524,7.0,12.0,42.40089086859688,0.33335172009233865,0.0,0.0,0.0,154,0.3807158536354182,1.0191067612770008,3,3,2,0,0,0,0,0
899.0,12.0,female,Green,GreenGreen,familiar,shallow,10.0,,,,,,6.0,8.0,4.0,8.0,2718,1028,37.2,229.3368357960053,20.0,0.44030238731910576,9.0,10.0,18.94382911392405,0.29872838966361737,0.0,0.0,0.0,237,0.32619842458959286,1.0154425053549643,1,0,0,0,0,0,0,0
900.0,45.0,female,Green,GreenGreen,familiar,shallow,18.0,4.0,4.0,5.0,5.0,18.0,4.0,8.0,4.0,7.0,2929,1132,33.69999999999999,173.69293720485263,12.0,0.34456837725891454,5.0,8.0,36.1037037037037,0.2524675995490723,0.0,0.0,0.0,961,0.6051025124036347,1.0449577491878403,1,1,1,1,1,1,1,1
901.0,8.0,female,Pink,PinkGreen,novel,shallow,10.0,,,,,,7.0,9.0,8.0,8.0,1916,1158,27.599999999999973,159.65019231551872,16.0,0.376037717322104,7.0,7.0,2.936217008797654,0.28164958573525084,0.0,0.0,0.0,137,0.5822189350457891,1.0411486952570277,0,0,0,0,1,1,1,0
902.0,9.0,female,Pink,PinkPink,familiar,shallow,12.0,,,,,,3.0,7.0,5.0,7.0,1850,1057,27.19999999999996,186.32522127663583,18.0,0.40439076984303474,8.0,8.0,20.26810990840966,0.34041237972422034,0.0,0.0,0.0,300,0.5406452329394932,1.0318399585252962,0,0,0,0,1,1,1,1
903.0,39.0,female,Green,GreenPink,novel,shallow,22.0,7.0,5.0,6.0,4.0,22.0,3.0,7.0,3.0,7.0,2537,661,65.4,406.87392777222436,28.0,0.5409109726525595,12.0,16.0,10.658474576271187,0.32547096064241715,0.0,0.0,0.0,321,0.3681858450391336,1.013315147828251,3,3,3,1,0,0,0,0
904.0,41.0,male,Green,GreenGreen,familiar,shallow,12.0,3.0,2.0,3.0,4.0,12.0,4.0,8.0,4.0,7.0,2960,702,65.0,368.080236344421,34.0,0.5473302969476986,14.0,15.0,0.17916041979010494,0.3817837926055698,0.0,0.0,0.0,167,0.2799324169465968,1.007613813696897,0,0,0,0,0,0,0,0
905.0,12.0,male,Pink,PinkGreen,novel,shallow,13.0,,,,,,4.0,7.0,4.0,7.0,1909,838,47.19999999999993,291.74735061526997,21.0,0.43464679185964833,10.0,11.0,6.2169035153328345,0.31268289768992413,0.0,0.0,0.0,164,0.6801912710719468,1.0481321971629747,1,1,1,1,1,1,1,0
906.0,10.0,male,Pink,PinkPink,familiar,shallow,13.0,,,,,,6.0,7.0,6.0,7.0,2312,543,75.89999999999992,496.41878642680047,32.0,0.5333745489513387,11.0,17.0,20.256867112100966,0.3584496873444179,0.0,0.0,0.0,154,0.4234639053918116,1.020291637474474,3,3,3,1,6,6,6,6
907.0,49.0,female,Green,GreenPink,novel,shallow,10.0,5.0,2.0,0.0,3.0,10.0,6.0,9.0,,,2736,580,81.19999999999999,427.2090987193567,23.0,0.50307713503937,6.0,11.0,24.79550561797753,0.3029643572127746,0.0,0.0,0.0,166,0.618695552221838,1.0465356808226454,1,0,0,0,0,0,0,0
908.0,52.0,male,Green,GreenGreen,familiar,shallow,23.0,7.0,5.0,4.0,7.0,23.0,2.0,8.0,2.0,8.0,2928,1106,29.999999999999996,191.96842094053005,12.0,0.34408364360648963,6.0,10.0,15.928238583410998,0.3488959432057045,0.0,0.0,0.0,428,0.5362464825960692,1.0294561953315804,3,3,3,0,0,0,0,0
909.0,61.0,female,Green,GreenGreen,familiar,shallow,23.0,8.0,6.0,4.0,5.0,23.0,6.0,7.0,8.0,7.0,3264,1090,27.2,124.33453823867656,10.0,0.2879072418283244,4.0,4.0,7.514409221902017,0.46939035865877404,0.004325883201153569,0.0,0.0,113,0.5966381822479762,1.052194352989686,1,1,1,0,8,8,8,8
911.0,51.0,male,Pink,PinkPink,familiar,shallow,17.0,3.0,4.0,4.0,6.0,17.0,1.0,7.0,2.0,7.0,2075,592,69.19999999999993,422.05162525146415,36.0,0.5574664031979447,13.0,17.0,11.09976976208749,0.41493667121552497,0.0,0.0,0.0,198,0.28873132174087923,1.0116844221513075,2,2,1,0,1,1,0,0
912.0,13.0,male,Green,GreenPink,novel,shallow,12.0,,,,,,5.0,7.0,7.0,8.0,2466,304,151.39999999999998,616.9496227107395,36.0,0.5615674847783186,13.0,19.0,22.94212962962963,0.28971179735730135,0.0,0.0,0.0,205,0.48032218396635995,1.0387757242603928,3,3,2,0,3,2,1,1
913.0,11.0,female,Green,GreenGreen,familiar,shallow,9.0,,,,,,5.0,8.0,3.0,8.0,2816,1034,52.19999999999999,231.06654385437236,16.0,0.41471649945470024,9.0,10.0,2.5434782608695654,0.30117781586396497,0.0,0.0,0.0,167,0.4388889204954856,1.0260533982630213,0,0,0,0,1,1,1,1
914.0,51.0,male,Green,GreenGreen,familiar,shallow,18.0,5.0,4.0,5.0,4.0,18.0,2.0,7.0,2.0,7.0,3039,922,46.49999999999999,262.01738455367513,16.0,0.40611534595782744,7.0,10.0,25.17921686746988,0.4098045326973537,0.0,0.0,0.0,173,0.4637165926784384,1.0312213397596426,3,2,1,0,0,0,0,0
915.0,49.0,male,Pink,PinkPink,familiar,shallow,13.0,3.0,3.0,4.0,3.0,13.0,4.0,8.0,4.0,8.0,2089,702,63.09999999999993,396.0844799137028,21.0,0.4480725612698528,8.0,16.0,68.34560480841472,0.2915842041904733,0.0,0.0,0.0,170,0.38440855445809635,1.019130603287359,5,5,4,1,0,0,0,0
916.0,45.0,female,Pink,PinkGreen,novel,shallow,21.0,4.0,4.0,5.0,8.0,21.0,6.0,9.0,6.0,8.0,2174,920,37.799999999999955,220.6891262812063,17.0,0.41460351874383955,8.0,10.0,14.240634005763688,0.3251918050115845,0.0,0.0,0.0,113,0.5458767586923108,1.0317363812435796,2,2,2,0,2,2,2,2
917.0,9.0,female,Green,GreenGreen,familiar,shallow,13.0,,,,,,5.0,9.0,5.0,9.0,3303,775,66.1,333.1650107476836,26.0,0.46329573001956453,9.0,11.0,7.907593123209169,0.43388609604837786,0.0,0.0,0.0,105,0.32014983242332307,1.0139482904656163,1,1,1,0,2,2,2,2
918.0,30.0,female,Pink,PinkPink,familiar,shallow,28.0,8.0,6.0,6.0,8.0,28.0,7.0,8.0,7.0,9.0,2309,947,56.19999999999996,242.54077324175344,21.0,0.4114674444204045,9.0,10.0,23.26068376068376,0.4042464893447888,0.0,0.0,0.0,332,0.4575314032422411,1.0298436710596792,1,1,1,1,1,1,1,1
919.0,35.0,male,Green,GreenPink,novel,shallow,25.0,8.0,5.0,4.0,8.0,25.0,3.0,8.0,6.0,8.0,2715,1048,91.0,226.56877523640313,16.0,0.38916968832079807,7.0,8.0,21.40386230058774,0.3462878691613427,0.0,0.0,0.0,310,0.41391039663575663,1.0234580558774407,0,0,0,0,0,0,0,0
921.0,54.0,female,Green,GreenPink,novel,shallow,18.0,5.0,3.0,1.0,9.0,18.0,7.0,9.0,6.0,8.0,2603,610,81.6,427.582417258702,36.0,0.547653471791702,14.0,15.0,5.142322097378277,0.33341879337384994,0.0,0.0,0.0,166,0.2469577236402546,1.006887452588778,0,0,0,0,0,0,0,0
923.0,29.0,male,Green,GreenGreen,familiar,shallow,16.0,,,,,,3.0,7.0,2.0,7.0,3053,531,222.7,460.3805012348688,39.0,0.5462624340351752,8.0,10.0,6.81437125748503,0.4142018490095129,0.0,0.0,0.0,165,0.4713965536244479,1.0367942983379503,2,1,1,0,2,2,2,0
924.0,44.0,male,Pink,PinkPink,familiar,shallow,19.0,7.0,2.0,3.0,7.0,19.0,2.0,8.0,2.0,8.0,4167,986,15498.0,271.8516656116029,23.0,0.3050325220396936,5.0,5.0,0.08560311284046693,0.5188086889040164,0.004672897196261682,0.0,0.0,216,0.652202951094968,1.0580994136488484,0,0,0,0,3,3,2,1
925.0,30.0,female,Green,GreenPink,novel,shallow,11.0,7.0,0.0,1.0,3.0,11.0,3.0,8.0,4.0,7.0,2832,930,43.69999999999999,249.4840659179309,16.0,0.41552179153311647,8.0,9.0,30.730360934182592,0.3852329597944157,0.000708215297450425,0.0,0.0,88,0.383868919053865,1.0173578567499626,1,1,0,0,2,2,2,2
926.0,14.0,male,Green,GreenGreen,familiar,shallow,13.0,,,,,,6.0,7.0,6.0,7.0,3027,761,127.9,350.39883482686247,27.0,0.49334185536803976,10.0,10.0,0.932956381260097,0.35979345980628735,0.0,0.0,0.0,263,0.6901753384727264,1.0650092379591567,0,0,0,0,1,0,0,0
927.0,43.0,male,Green,GreenPink,novel,shallow,16.0,7.0,3.0,0.0,6.0,16.0,6.0,8.0,8.0,8.0,2482,427,97.69999999999997,542.4722251376086,30.0,0.5282193702216992,14.0,22.0,23.292387543252595,0.3457330189582721,0.0,0.0,0.0,345,0.5405834361930296,1.038600667042019,2,2,0,0,5,5,4,2
928.0,11.0,male,Green,GreenPink,novel,shallow,13.0,,,,,,6.0,7.0,7.0,8.0,2648,314,97.29999999999998,591.9121591679884,35.0,0.5627111600657726,15.0,22.0,16.991689750692522,0.34644549661649693,0.000693000693000693,0.0,0.0,57,0.35094669953214813,1.0157689167477664,5,3,2,0,0,0,0,0
929.0,36.0,male,Green,GreenGreen,familiar,shallow,22.0,6.0,5.0,5.0,6.0,22.0,3.0,8.0,4.0,7.0,2738,277,119.29999999999998,774.9150593910634,49.0,0.6165491851360705,20.0,30.0,20.66099290780142,0.4827785362675005,0.0014194464158978,0.0,0.0,91,0.3436403388665043,1.017729279603092,2,1,0,0,1,1,1,1
930.0,12.0,male,Green,GreenPink,novel,shallow,8.0,,,,,,6.0,7.0,6.0,8.0,2509,568,140.60000000000002,463.45233351879824,29.0,0.5294523061890627,11.0,14.0,11.260616153205662,0.3344917102326703,0.0,0.0,0.0,300,0.6906083741797289,1.0608396099350506,3,3,3,0,6,5,4,2
931.0,44.0,female,Pink,PinkPink,familiar,shallow,14.0,4.0,0.0,4.0,6.0,14.0,5.0,8.0,,,2616,619,59.99999999999994,364.9671898738334,31.0,0.5362174505276862,12.0,12.0,0.30307262569832405,0.5040926058252708,0.0006988120195667365,0.0,0.0,69,0.39905062307534894,1.0271252584482622,0,0,0,0,3,2,2,2
932.0,8.0,female,Green,GreenPink,novel,shallow,12.0,,,,,,1.0,5.0,1.0,3.0,2974,1185,33.0,117.41768517902563,10.0,0.31017777069889674,4.0,5.0,2.303886925795053,0.4995158881175536,0.0,0.0,0.0,369,0.6995321715831411,1.0670483380708244,0,0,0,0,7,6,5,4
934.0,9.0,male,Pink,PinkPink,familiar,shallow,9.0,,,,,,6.0,7.0,6.0,7.0,1928,792,56.799999999999926,330.76399362699453,24.0,0.45422633143437374,10.0,15.0,14.793626707132018,0.2716593148884,0.0,0.0,0.0,183,0.32481466434257694,1.0129035021842876,2,2,2,1,3,3,3,3
935.0,12.0,female,Green,GreenPink,novel,shallow,12.0,,,,,,5.0,7.0,3.0,7.0,2591,637,231.70000000000002,443.73976102710435,29.0,0.5288544191760898,13.0,14.0,8.344978165938864,0.34500183824670444,0.0008741258741258741,0.0008741258741258741,0.0,356,0.5277656995104044,1.0430025043105253,1,1,1,0,5,3,3,2
936.0,8.0,male,Pink,PinkGreen,novel,shallow,11.0,,,,,,6.0,8.0,6.0,6.0,2471,630,153.09999999999997,422.96120721311814,29.0,0.5072618841969226,10.0,13.0,5.685133239831697,0.44177794866965825,0.0007017543859649122,0.0,0.0,75,0.43751844125002354,1.0266935080003843,0,0,0,0,3,3,2,2
937.0,19.0,male,Green,GreenPink,novel,shallow,17.0,5.0,1.0,4.0,7.0,17.0,2.0,7.0,3.0,8.0,2641,442,91.0,544.9819725351826,35.0,0.5722445879260418,15.0,19.0,11.412820512820513,0.32896511751612656,0.0,0.0,0.0,331,0.46985696613547884,1.0318819368251897,4,3,3,1,0,0,0,0
938.0,56.0,female,Green,GreenGreen,familiar,shallow,13.0,5.0,4.0,3.0,1.0,13.0,2.0,8.0,3.0,8.0,3066,909,46.199999999999996,255.76581191734522,21.0,0.47155096170506045,11.0,13.0,6.585388127853881,0.32790414669224627,0.0,0.0,0.0,406,0.36032560080501413,1.0135352602100633,1,1,1,0,0,0,0,0
939.0,42.0,male,Green,GreenPink,novel,shallow,25.0,7.0,5.0,5.0,8.0,25.0,3.0,7.0,2.0,6.0,2698,180,227.4,658.6036263981969,58.0,0.6596485478191387,15.0,16.0,2.3871698113207547,0.3575763522859735,0.0,0.0,0.0,176,0.2398185238575497,1.011760337659211,0,0,0,0,0,0,0,0
940.0,19.0,male,Pink,PinkPink,familiar,shallow,23.0,7.0,3.0,5.0,8.0,23.0,1.0,9.0,1.0,8.0,2374,640,59.499999999999936,345.2739035322811,24.0,0.4627772758874772,7.0,10.0,35.48732394366197,0.4939896414742518,0.0021141649048625794,0.0,0.0,81,0.43981732152471525,1.0246321195132104,1,1,0,0,4,4,4,1
941.0,41.0,female,Pink,PinkGreen,novel,shallow,21.0,6.0,2.0,5.0,8.0,21.0,5.0,7.0,5.0,7.0,2224,953,32.99999999999996,211.28152125699745,17.0,0.4101677640879914,5.0,7.0,10.684759916492693,0.4693939719060019,0.0,0.0,0.0,64,0.4550679531602394,1.0239674430592312,1,1,0,0,0,0,0,0
942.0,18.0,female,Green,GreenGreen,familiar,shallow,20.0,,,,,,5.0,7.0,5.0,6.0,2968,451,152.2,518.0491175074303,27.0,0.4894334258474522,13.0,17.0,24.1882876204596,0.35225973906921615,0.0,0.0,0.0,152,0.7125276606270448,1.0692468976882514,4,2,1,0,9,8,8,4
944.0,11.0,female,Pink,PinkGreen,novel,shallow,7.0,,,,,,3.0,6.0,4.0,6.0,2129,900,51.99999999999994,312.52095371493414,20.0,0.4286421721229518,8.0,12.0,19.90388848129127,0.37941187498305873,0.0,0.0,0.0,138,0.33688545834413297,1.0135912655560544,2,2,2,2,0,0,0,0
945.0,45.0,male,Green,GreenGreen,familiar,shallow,13.0,6.0,3.0,1.0,3.0,13.0,4.0,8.0,4.0,8.0,3031,726,84.7,418.83543092876283,30.0,0.5068081332501536,13.0,19.0,9.269079464988199,0.2852378733532158,0.0,0.0,0.0,230,0.47350310278412394,1.0372787383894013,2,2,2,0,2,2,2,2
946.0,15.0,male,Green,GreenPink,novel,shallow,13.0,,,,,,5.0,8.0,7.0,8.0,2475,552,100.59999999999998,453.7388006368219,23.0,0.48095309828086213,9.0,15.0,24.55350815024805,0.40152624782596946,0.0014184397163120568,0.0,0.0,90,0.8806974303375533,1.0879287396464146,5,2,1,0,8,7,5,2
947.0,43.0,female,Green,GreenPink,novel,shallow,17.0,1.0,6.0,6.0,4.0,17.0,2.0,5.0,2.0,5.0,2609,801,59.199999999999996,335.3834354708089,22.0,0.46516483555633054,11.0,16.0,22.626899696048632,0.30726256400331764,0.0,0.0,0.0,185,0.3801840615041397,1.0178612492594912,2,2,2,0,2,2,1,1
948.0,43.0,male,Green,GreenGreen,familiar,shallow,15.0,7.0,1.0,2.0,5.0,15.0,5.0,7.0,4.0,6.0,2936,313,94.19999999999999,595.7853463920394,36.0,0.5614360659899117,15.0,22.0,18.48898365316276,0.349993589889383,0.0,0.0,0.0,94,0.3990783589052,1.023773612310234,3,3,3,1,0,0,0,0
949.0,11.0,male,Pink,PinkPink,familiar,shallow,8.0,,,,,,7.0,8.0,7.0,8.0,2279,542,133.89999999999992,455.9035495764903,29.0,0.5249483194078759,10.0,14.0,26.775510204081634,0.3580263383446896,0.0,0.0,0.0,227,0.366661862726179,1.016469475520361,1,1,1,0,2,1,1,1
951.0,26.0,female,Pink,PinkGreen,novel,shallow,17.0,7.0,3.0,2.0,5.0,17.0,7.0,7.0,7.0,7.0,2366,536,70.79999999999993,449.1885032633894,27.0,0.49836279886184287,11.0,15.0,20.352256186317323,0.4190688397592929,0.0,0.0,0.0,127,0.454291688019604,1.0390414608642753,4,4,4,1,0,0,0,0
952.0,9.0,male,Green,GreenPink,novel,shallow,12.0,,,,,,6.0,9.0,7.0,9.0,2735,1050,52.099999999999994,236.98544210513887,17.0,0.41341991114310106,9.0,11.0,6.028776978417266,0.26323248508095287,0.0,0.0,0.0,389,0.47820796244371516,1.0287163837906417,2,2,0,0,3,3,3,2
953.0,27.0,female,Green,GreenPink,novel,shallow,13.0,7.0,1.0,2.0,3.0,13.0,5.0,7.0,4.0,7.0,2652,591,121.79999999999998,443.82513445137675,29.0,0.5295949851226162,14.0,17.0,17.901243599122164,0.3284524808093558,0.0,0.0,0.0,134,0.4254278947429071,1.0277555214465388,1,1,1,0,3,3,2,2
954.0,41.0,male,Green,GreenGreen,familiar,shallow,19.0,,,,,,1.0,9.0,1.0,9.0,2862,604,120.9,442.79605240188346,28.0,0.5125245128336479,15.0,18.0,9.846269781461944,0.3413881245757957,0.0,0.0,0.0,174,0.31057677215321894,1.0161873592199395,2,2,1,0,3,2,2,2
955.0,12.0,female,Pink,PinkPink,familiar,shallow,11.0,,,,,,3.0,7.0,3.0,7.0,2112,450,104.99999999999991,485.86125148681447,22.0,0.48537687054625905,8.0,17.0,54.1625468164794,0.37636978226815576,0.0,0.0,0.0,166,0.30777077692610705,1.0159464040144666,3,3,3,1,1,1,1,1
956.0,30.0,female,Pink,PinkPink,familiar,shallow,6.0,2.0,0.0,1.0,3.0,6.0,1.0,9.0,1.0,7.0,2177,972,40.99999999999995,247.51744839905945,22.0,0.45175264356443434,9.0,10.0,6.264767199444059,0.28977102996553544,0.0,0.0,0.0,62,0.26785629605673983,1.0132190945284698,1,1,1,0,0,0,0,0
957.0,12.0,female,Green,GreenGreen,familiar,shallow,6.0,,,,,,1.0,7.0,2.0,7.0,2811,264,129.1,637.099412186894,38.0,0.5763491316661352,14.0,22.0,23.801059001512858,0.3314151165611301,0.0,0.0,0.0,179,0.27347160274239374,1.013979122974681,2,2,0,0,0,0,0,0
958.0,35.0,male,Pink,PinkGreen,novel,shallow,19.0,8.0,3.0,2.0,6.0,19.0,1.0,7.0,1.0,7.0,2599,156,109.5999999999999,656.3093901422899,46.0,0.6161980706974416,16.0,21.0,6.93000693000693,0.4456939016821626,0.0006934812760055479,0.0,0.0,58,0.3452473933563843,1.0221506014367268,4,3,2,1,1,1,1,1
959.0,12.0,female,Pink,PinkPink,familiar,shallow,9.0,,,,,,4.0,7.0,6.0,7.0,2489,681,54.49999999999994,314.20326006414814,28.0,0.4895625757192317,9.0,9.0,6.008397480755773,0.47683423263599195,0.0,0.0,0.0,72,0.2528898521907676,1.0057864729829311,1,1,0,0,0,0,0,0
960.0,13.0,female,Pink,PinkPink,familiar,shallow,7.0,,,,,,2.0,8.0,2.0,8.0,2546,877,82.09999999999995,256.30038872353174,23.0,0.44848968948645346,8.0,9.0,0.27696793002915454,0.4660071676139006,0.0,0.0,0.0,129,0.4503657101352102,1.0281249365965348,1,1,1,0,0,0,0,0
961.0,42.0,female,Green,GreenPink,novel,shallow,19.0,8.0,4.0,4.0,3.0,19.0,3.0,8.0,4.0,8.0,2611,602,81.39999999999999,467.4126381765525,31.0,0.5367014019676397,13.0,19.0,16.66403162055336,0.31953568654817904,0.0,0.0,0.0,236,0.34180368812659795,1.0138620281101156,3,3,3,1,2,2,2,2
962.0,43.0,female,Green,GreenGreen,familiar,shallow,21.0,4.0,6.0,5.0,6.0,21.0,3.0,7.0,3.0,7.0,2756,742,59.599999999999994,353.1832537285232,26.0,0.5097469476566788,12.0,15.0,16.394904458598727,0.3235210074117476,0.0,0.0,0.0,88,0.31869784725825806,1.0152372684419553,2,2,1,0,4,4,2,2
963.0,11.0,female,Pink,PinkGreen,novel,shallow,10.0,,,,,,8.0,9.0,8.0,9.0,2753,898,48.59999999999996,252.01542534668607,19.0,0.4434328765024798,7.0,7.0,0.8504398826979472,0.45701328961841,0.0,0.0,0.0,137,0.4557641924203851,1.0253980223780441,0,0,0,0,0,0,0,0
965.0,15.0,male,Pink,PinkPink,familiar,shallow,8.0,,,,,,4.0,7.0,4.0,7.0,2514,478,81.29999999999994,468.2602237482196,31.0,0.5450136680254701,10.0,15.0,10.071280276816609,0.39676618628830757,0.0,0.0,0.0,56,0.42172361233563865,1.021453326742149,2,1,1,0,0,0,0,0
966.0,32.0,female,Green,GreenPink,novel,shallow,23.0,7.0,5.0,4.0,7.0,23.0,5.0,7.0,5.0,7.0,2674,527,74.1,462.474216344732,23.0,0.49583226850995066,9.0,17.0,40.75592747559275,0.3263442034364471,0.0,0.0,0.0,67,0.31799823306892505,1.0133686387528837,1,1,0,0,1,1,0,0
968.0,8.0,male,Pink,PinkGreen,novel,shallow,12.0,,,,,,9.0,9.0,9.0,9.0,2720,514,106.59999999999994,435.40585415014255,30.0,0.5164734659380802,8.0,12.0,10.354037267080745,0.5252565873188134,0.0013812154696132596,0.0,0.0,52,0.44871949909774633,1.0273513006546051,3,3,1,0,3,3,2,2
969.0,30.0,male,Pink,PinkPink,familiar,shallow,5.0,2.0,1.0,0.0,2.0,5.0,2.0,7.0,8.0,7.0,2603,988,75.99999999999996,155.6721461369832,16.0,0.4079627684664066,6.0,6.0,0.3253689388615601,0.4000215174112716,0.0007032348804500703,0.0,0.0,78,0.2587418483688404,1.0055695011704453,0,0,0,0,5,5,4,3
970.0,10.0,male,Green,GreenGreen,familiar,shallow,11.0,,,,,,8.0,9.0,8.0,8.0,3001,628,73.1,419.884969401271,35.0,0.5417776236939035,11.0,11.0,1.945945945945946,0.356642023268365,0.0,0.0,0.0,132,0.33084113651211766,1.0128926887494338,1,1,1,0,3,3,3,3
